# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
C12orf10	ENSG00000139637	ENST00000549488	protein_coding	0	0	2	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2
C12orf10	ENSG00000139637	ENST00000550199	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C12orf10	ENSG00000139637	ENST00000551131	retained_intron	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C12orf10	ENSG00000139637	ENST00000551670	retained_intron	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C12orf43	ENSG00000157895	ENST00000288757	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000445832	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000502891	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000535367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000537817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000538296	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000539736	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	ENSG00000157895	ENST00000546272	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf60	ENSG00000182993	ENST00000527783	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
C12orf60	ENSG00000182993	ENST00000533472	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
C12orf60	ENSG00000182993	ENST00000543822	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C12orf60	ENSG00000182993	ENST00000648334	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
C12orf66	ENSG00000174206	ENST00000311915	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C12orf66	ENSG00000174206	ENST00000398055	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C12orf66	ENSG00000174206	ENST00000544871	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000378090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000543740	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000547945	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000547975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000549478	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000549960	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000552460	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000552940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000553183	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	ENSG00000204954	ENST00000651157	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C14orf39	ENSG00000179008	ENST00000556799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000338183	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000437989	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000562877	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000564586	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000566621	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000566807	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000567389	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000569302	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000570265	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000642817	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000643612	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000643822	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000643837	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000646533	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000646657	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C15orf41	ENSG00000186073	ENST00000647059	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C17orf49	ENSG00000258315	ENST00000439424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf49	ENSG00000258315	ENST00000546495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf49	ENSG00000258315	ENST00000546760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf49	ENSG00000258315	ENST00000549857	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf49	ENSG00000258315	ENST00000552402	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf49	ENSG00000258315	ENST00000552775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf67	ENSG00000214226	ENST00000397861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf67	ENSG00000214226	ENST00000487705	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C19orf12	ENSG00000131943	ENST00000323670	protein_coding	0	1	0	10	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C19orf12	ENSG00000131943	ENST00000342680	nonsense_mediated_decay	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf12	ENSG00000131943	ENST00000392275	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C19orf12	ENSG00000131943	ENST00000392276	protein_coding	0	1	0	10	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C19orf12	ENSG00000131943	ENST00000392278	protein_coding	0	1	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C19orf12	ENSG00000131943	ENST00000591243	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf12	ENSG00000131943	ENST00000592153	protein_coding	0	0	0	11	3	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C19orf12	ENSG00000131943	ENST00000614091	protein_coding	0	1	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C19orf12	ENSG00000131943	ENST00000623113	protein_coding	0	1	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C19orf25	ENSG00000119559	ENST00000436106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf25	ENSG00000119559	ENST00000585675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf25	ENSG00000119559	ENST00000588427	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
C19orf25	ENSG00000119559	ENST00000588871	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf53	ENSG00000104979	ENST00000221576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf53	ENSG00000104979	ENST00000588234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf53	ENSG00000104979	ENST00000588841	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf53	ENSG00000104979	ENST00000588858	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf53	ENSG00000104979	ENST00000592760	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf53	ENSG00000104979	ENST00000593274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf71	ENSG00000183397	ENST00000329493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1QA	ENSG00000173372	ENST00000374642	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C1QA	ENSG00000173372	ENST00000402322	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C1QA	ENSG00000173372	ENST00000438241	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C1QC	ENSG00000159189	ENST00000374637	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C1QC	ENSG00000159189	ENST00000374639	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C1QC	ENSG00000159189	ENST00000374640	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C1QL4	ENSG00000186897	ENST00000334221	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF3-AMACR	ENSG00000273294	ENST00000382079	nonsense_mediated_decay	0	0	0	6	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
C1QTNF5	ENSG00000223953	ENST00000525657	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1QTNF5	ENSG00000223953	ENST00000528368	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1QTNF5	ENSG00000223953	ENST00000530681	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1QTNF5	ENSG00000223953	ENST00000634633	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1R	ENSG00000159403	ENST00000535233	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000536053	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000536092	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000538050	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000540242	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000540394	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000540610	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000541042	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000543362	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000543835	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000543851	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000545466	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000602298	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1R	ENSG00000159403	ENST00000647956	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000648162	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1R	ENSG00000159403	ENST00000649804	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1RL	ENSG00000139178	ENST00000266542	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1RL	ENSG00000139178	ENST00000539803	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1RL	ENSG00000139178	ENST00000545280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf112	ENSG00000000460	ENST00000498289	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	ENSG00000175262	ENST00000377004	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
C1orf127	ENSG00000175262	ENST00000418570	protein_coding	0	3	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0
C1orf127	ENSG00000175262	ENST00000468348	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
C1orf127	ENSG00000175262	ENST00000476357	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
C1orf127	ENSG00000175262	ENST00000520253	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
C1orf141	ENSG00000203963	ENST00000371007	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
C1orf141	ENSG00000203963	ENST00000448166	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
C1orf167	ENSG00000215910	ENST00000312793	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf167	ENSG00000215910	ENST00000433342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf167	ENSG00000215910	ENST00000444493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf167	ENSG00000215910	ENST00000449278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf167	ENSG00000215910	ENST00000482358	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000299367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000383177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000442278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000452202	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2	ENSG00000166278	ENST00000452323	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2	ENSG00000166278	ENST00000468407	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000469372	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2	ENSG00000166278	ENST00000482060	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000485690	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000486124	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	ENSG00000166278	ENST00000497706	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C21orf91	ENSG00000154642	ENST00000284881	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C21orf91	ENSG00000154642	ENST00000400558	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C21orf91	ENSG00000154642	ENST00000400559	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C21orf91	ENSG00000154642	ENST00000405964	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C21orf91	ENSG00000154642	ENST00000493464	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C21orf91-OT1	ENSG00000240770	ENST00000430401		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C21orf91-OT1	ENSG00000240770	ENST00000430815		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C21orf91-OT1	ENSG00000240770	ENST00000439392		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C22orf15	ENSG00000169314	ENST00000305199	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000382821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000402217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000477921	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000498542	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf39	ENSG00000242259	ENST00000509549	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
C2CD3	ENSG00000168014	ENST00000313663	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
C2CD3	ENSG00000168014	ENST00000334126	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
C2CD3	ENSG00000168014	ENST00000414160	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
C2CD3	ENSG00000168014	ENST00000442398	nonsense_mediated_decay	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1
C2CD3	ENSG00000168014	ENST00000535645	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2CD3	ENSG00000168014	ENST00000538361	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C2CD3	ENSG00000168014	ENST00000538625	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C2CD3	ENSG00000168014	ENST00000540057	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C2CD3	ENSG00000168014	ENST00000540452	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2CD3	ENSG00000168014	ENST00000542452	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf76	ENSG00000186132	ENST00000334816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf76	ENSG00000186132	ENST00000409466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf76	ENSG00000186132	ENST00000409523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf76	ENSG00000186132	ENST00000409877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf76	ENSG00000186132	ENST00000414534	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf76	ENSG00000186132	ENST00000498049	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C2orf80	ENSG00000188674	ENST00000341287	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
C2orf80	ENSG00000188674	ENST00000423952	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
C2orf80	ENSG00000188674	ENST00000428015	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
C2orf80	ENSG00000188674	ENST00000451342	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
C2orf80	ENSG00000188674	ENST00000451346	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
C2orf80	ENSG00000188674	ENST00000453017	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
C3	ENSG00000125730	ENST00000245907	protein_coding	0	7	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	4	0
